"Ensembl Gene ID","Associated Gene Name","Description","CiliaCarta Rank","CiliaCarta Score","Inclusion criterionAllGold StandardPredictedGene Ontology"
"ENSG00000148384","INPP5E","inositol polyphosphate-5-phosphatase, 72 kDa [Source:HGNC Symbol;Acc:21474]","2437","-2.987731992","Gene Ontology, Gold Standard"
"ENSG00000165115","KIF27","kinesin family member 27 [Source:HGNC Symbol;Acc:18632]","2445","-2.987731992","Gene Ontology, Gold Standard"
"ENSG00000178234","GALNT11","UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11) [Source:HGNC Symbol;Acc:19875]","2450","-2.987731992","Gene Ontology"
"ENSG00000105220","GPI","glucose-6-phosphate isomerase [Source:HGNC Symbol;Acc:4458]","2471","-3.054126619","Gene Ontology"
"ENSG00000206488","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2585","-3.1152905","Gene Ontology"
"ENSG00000223752","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2586","-3.1152905","Gene Ontology"
"ENSG00000229061","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2588","-3.1152905","Gene Ontology"
"ENSG00000231257","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2589","-3.1152905","Gene Ontology"
"ENSG00000234549","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2590","-3.1152905","Gene Ontology"
"ENSG00000235658","ATAT1","alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:21186]","2591","-3.1152905","Gene Ontology"
"ENSG00000128881","TTBK2","tau tubulin kinase 2 [Source:HGNC Symbol;Acc:19141]","2653","-3.181619842","Gene Ontology, Gold Standard"
"ENSG00000124721","DNAH8","dynein, axonemal, heavy chain 8 [Source:HGNC Symbol;Acc:2952]","2659","-3.240441461","Gene Ontology"
"ENSG00000130561","SAG","S-antigen; retina and pineal gland (arrestin) [Source:HGNC Symbol;Acc:10521]","2687","-3.32103525","Gene Ontology"
"ENSG00000133393","FOPNL","FGFR1OP N-terminal like [Source:HGNC Symbol;Acc:26435]","2689","-3.32103525","Gene Ontology, Gold Standard"
"ENSG00000116198","CEP104","centrosomal protein 104kDa [Source:HGNC Symbol;Acc:24866]","2735","-3.379003981","Gene Ontology, Gold Standard"
"ENSG00000160226","C21orf2","chromosome 21 open reading frame 2 [Source:HGNC Symbol;Acc:1260]","2744","-3.399252553","Gene Ontology, Gold Standard"
"ENSG00000182504","CEP97","centrosomal protein 97kDa [Source:HGNC Symbol;Acc:26244]","2745","-3.399252553","Gene Ontology, Gold Standard"
"ENSG00000140263","SORD","sorbitol dehydrogenase [Source:HGNC Symbol;Acc:11184]","2757","-3.506053562","Gene Ontology"
"ENSG00000164690","SHH","sonic hedgehog [Source:HGNC Symbol;Acc:10848]","2839","-3.507350093","Gold Standard"
"ENSG00000186094","AGBL4","ATP/GTP binding protein-like 4 [Source:HGNC Symbol;Acc:25892]","2869","-3.507350093","Gene Ontology"
"ENSG00000124839","RAB17","RAB17, member RAS oncogene family [Source:HGNC Symbol;Acc:16523]","2933","-3.550307185","Gene Ontology, Gold Standard"
"ENSG00000119705","SLIRP","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:20495]","2952","-3.560500799","Gene Ontology"
"ENSG00000076201","PTPN23","protein tyrosine phosphatase, non-receptor type 23 [Source:HGNC Symbol;Acc:14406]","3027","-3.693046941","Gene Ontology"
"ENSG00000077380","DYNC1I2","dynein, cytoplasmic 1, intermediate chain 2 [Source:HGNC Symbol;Acc:2964]","3028","-3.693046941","Gene Ontology"
"ENSG00000078369","GNB1","guanine nucleotide binding protein (G protein), beta polypeptide 1 [Source:HGNC Symbol;Acc:4396]","3030","-3.693046941","Gene Ontology"
"ENSG00000104892","KLC3","kinesin light chain 3 [Source:HGNC Symbol;Acc:20717]","3046","-3.693046941","Gene Ontology"
"ENSG00000112041","TULP1","tubby like protein 1 [Source:HGNC Symbol;Acc:12423]","3054","-3.693046941","Gene Ontology, Gold Standard"
"ENSG00000124659","TBCC","tubulin folding cofactor C [Source:HGNC Symbol;Acc:11580]","3074","-3.693046941","Gene Ontology"
"ENSG00000125354","Sep-06","septin 6 [Source:HGNC Symbol;Acc:15848]","3075","-3.693046941","Gene Ontology"
"ENSG00000138107","ACTR1A","ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) [Source:HGNC Symbol;Acc:167]","3093","-3.693046941","Gene Ontology"
"ENSG00000153317","ASAP1","ArfGAP with SH3 domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:2720]","3111","-3.693046941","Gene Ontology, Gold Standard"
"ENSG00000160218","TRAPPC10","trafficking protein particle complex 10 [Source:HGNC Symbol;Acc:11868]","3121","-3.693046941","Gold Standard"
"ENSG00000167461","RAB8A","RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:7007]","3133","-3.693046941","Gene Ontology, Gold Standard"
"ENSG00000168374","ARF4","ADP-ribosylation factor 4 [Source:HGNC Symbol;Acc:655]","3134","-3.693046941","Gold Standard"
"ENSG00000170759","KIF5B","kinesin family member 5B [Source:HGNC Symbol;Acc:6324]","3137","-3.693046941","Gene Ontology"
"ENSG00000175203","DCTN2","dynactin 2 (p50) [Source:HGNC Symbol;Acc:2712]","3142","-3.693046941","Gene Ontology"
"ENSG00000214415","GNAT3","guanine nucleotide binding protein, alpha transducing 3 [Source:HGNC Symbol;Acc:22800]","3169","-3.693046941","Gene Ontology"
"ENSG00000122545","Sep-07","septin 7 [Source:HGNC Symbol;Acc:1717]","3207","-3.709236179","Gene Ontology, Gold Standard"
"ENSG00000132639","SNAP25","synaptosomal-associated protein, 25kDa [Source:HGNC Symbol;Acc:11132]","3217","-3.709236179","Gold Standard"
"ENSG00000184640","Sep-09","septin 9 [Source:HGNC Symbol;Acc:7323]","3258","-3.709236179","Gene Ontology"
"ENSG00000141933","TPGS1","tubulin polyglutamylase complex subunit 1 [Source:HGNC Symbol;Acc:25058]","3449","-3.879361783","Gene Ontology"
"ENSG00000085832","EPS15","epidermal growth factor receptor pathway substrate 15 [Source:HGNC Symbol;Acc:3419]","3502","-3.895551021","Gene Ontology"
"ENSG00000100379","KCTD17","potassium channel tetramerisation domain containing 17 [Source:HGNC Symbol;Acc:25705]","3506","-3.895551021","Gene Ontology"
"ENSG00000118762","PKD2","polycystic kidney disease 2 (autosomal dominant) [Source:HGNC Symbol;Acc:9009]","3572","-3.90317326","Gene Ontology, Gold Standard"
"ENSG00000179397","C1orf101","chromosome 1 open reading frame 101 [Source:HGNC Symbol;Acc:28491]","3623","-3.90317326","Gene Ontology"
"ENSG00000244607","CCDC13","coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:26358]","3666","-3.90317326","Gene Ontology"
"ENSG00000153789","FAM92B","family with sequence similarity 92, member B [Source:HGNC Symbol;Acc:24781]","3702","-3.974226523","Gene Ontology"
"ENSG00000114107","CEP70","centrosomal protein 70kDa [Source:HGNC Symbol;Acc:29972]","3792","-3.991229436","Gene Ontology"
"ENSG00000123473","STIL","SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:10879]","3804","-3.991229436","Gold Standard"
"ENSG00000149483","TMEM138","transmembrane protein 138 [Source:HGNC Symbol;Acc:26944]","3849","-3.991229436","Gene Ontology, Gold Standard"
"ENSG00000154040","CABYR","calcium binding tyrosine-(Y)-phosphorylation regulated [Source:HGNC Symbol;Acc:15569]","3859","-3.991229436","Gene Ontology"
"ENSG00000166037","CEP57","centrosomal protein 57kDa [Source:HGNC Symbol;Acc:30794]","3878","-3.991229436","Gene Ontology"
"ENSG00000187049","TMEM216","transmembrane protein 216 [Source:HGNC Symbol;Acc:25018]","3911","-3.991229436","Gene Ontology, Gold Standard"
"ENSG00000214021","TTLL3","tubulin tyrosine ligase-like family, member 3 [Source:HGNC Symbol;Acc:24483]","3921","-3.991229436","Gene Ontology, Gold Standard"
"ENSG00000081377","CDC14B","cell division cycle 14B [Source:HGNC Symbol;Acc:1719]","3983","-4.139036516","Gene Ontology"
"ENSG00000091140","DLD","dihydrolipoamide dehydrogenase [Source:HGNC Symbol;Acc:2898]","4017","-4.164609754","Gene Ontology"
"ENSG00000102218","RP2","retinitis pigmentosa 2 (X-linked recessive) [Source:HGNC Symbol;Acc:10274]","4026","-4.164609754","Gene Ontology, Gold Standard"
"ENSG00000176101","SSNA1","Sjogren syndrome nuclear autoantigen 1 [Source:HGNC Symbol;Acc:11321]","4080","-4.164609754","Gene Ontology, Gold Standard"
"ENSG00000177143","CETN1","centrin, EF-hand protein, 1 [Source:HGNC Symbol;Acc:1866]","4081","-4.164609754","Gene Ontology"
"ENSG00000197548","ATG7","autophagy related 7 [Source:HGNC Symbol;Acc:16935]","4093","-4.164609754","Gene Ontology"
"ENSG00000004455","AK2","adenylate kinase 2 [Source:HGNC Symbol;Acc:362]","4104","-4.180798992","Gene Ontology"
"ENSG00000040199","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:29149]","4109","-4.180798992","Gene Ontology"
"ENSG00000084731","KIF3C","kinesin family member 3C [Source:HGNC Symbol;Acc:6321]","4112","-4.180798992","Gene Ontology, Gold Standard"
"ENSG00000125257","ABCC4","ATP-binding cassette, sub-family C (CFTR/MRP), member 4 [Source:HGNC Symbol;Acc:55]","4135","-4.180798992","Gene Ontology"
"ENSG00000170296","GABARAP","GABA(A) receptor-associated protein [Source:HGNC Symbol;Acc:4067]","4158","-4.180798992","Gene Ontology"
"ENSG00000187775","DNAH17","dynein, axonemal, heavy chain 17 [Source:HGNC Symbol;Acc:2946]","4165","-4.180798992","Gene Ontology"
"ENSG00000155980","KIF5A","kinesin family member 5A [Source:HGNC Symbol;Acc:6323]","4189","-4.230939096","Gene Ontology"
"ENSG00000072864","NDE1","nudE nuclear distribution E homolog 1 (A. nidulans) [Source:HGNC Symbol;Acc:17619]","4214","-4.235424405","Gene Ontology"
"ENSG00000101624","CEP76","centrosomal protein 76kDa [Source:HGNC Symbol;Acc:25727]","4226","-4.235424405","Gene Ontology"
"ENSG00000113971","NPHP3","nephronophthisis 3 (adolescent) [Source:HGNC Symbol;Acc:7907]","4239","-4.235424405","Gene Ontology, Gold Standard"
"ENSG00000117724","CENPF","centromere protein F, 350/400kDa [Source:HGNC Symbol;Acc:1857]","4249","-4.235424405","Gene Ontology"
"ENSG00000198331","HYLS1","hydrolethalus syndrome 1 [Source:HGNC Symbol;Acc:26558]","4325","-4.235424405","Gene Ontology, Gold Standard"
"ENSG00000186710","CCDC42B","coiled-coil domain containing 42B [Source:HGNC Symbol;Acc:37100]","4383","-4.259474494","Gene Ontology"
"ENSG00000248710","TRIM59","Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BRJ5]","4399","-4.259474494","Gene Ontology"
"ENSG00000008710","PKD1","polycystic kidney disease 1 (autosomal dominant) [Source:HGNC Symbol;Acc:9008]","4443","-4.499137886","Gene Ontology, Gold Standard"
"ENSG00000125863","MKKS","McKusick-Kaufman syndrome [Source:HGNC Symbol;Acc:7108]","4477","-4.499137886","Gene Ontology, Gold Standard"
"ENSG00000139350","NEDD1","neural precursor cell expressed, developmentally down-regulated 1 [Source:HGNC Symbol;Acc:7723]","4488","-4.499137886","Gene Ontology"
"ENSG00000176225","RTTN","rotatin [Source:HGNC Symbol;Acc:18654]","4514","-4.499137886","Gene Ontology, Gold Standard"
"ENSG00000179941","BBS10","Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:26291]","4515","-4.499137886","Gene Ontology, Gold Standard"
"ENSG00000249115","HAUS5","HAUS augmin-like complex, subunit 5 [Source:HGNC Symbol;Acc:29130]","4528","-4.499137886","Gene Ontology"
"ENSG00000070367","EXOC5","exocyst complex component 5 [Source:HGNC Symbol;Acc:10696]","4649","-4.696544385","Gold Standard"
"ENSG00000070729","CNGB1","cyclic nucleotide gated channel beta 1 [Source:HGNC Symbol;Acc:2151]","4650","-4.696544385","Gene Ontology, Gold Standard"
"ENSG00000102076","OPN1LW","opsin 1 (cone pigments), long-wave-sensitive [Source:HGNC Symbol;Acc:9936]","4665","-4.696544385","Gene Ontology"
"ENSG00000108370","RGS9","regulator of G-protein signaling 9 [Source:HGNC Symbol;Acc:10004]","4670","-4.696544385","Gene Ontology"
"ENSG00000108387","Sep-04","septin 4 [Source:HGNC Symbol;Acc:9165]","4671","-4.696544385","Gene Ontology"
"ENSG00000112619","PRPH2","peripherin 2 (retinal degeneration, slow) [Source:HGNC Symbol;Acc:9942]","4675","-4.696544385","Gene Ontology"
"ENSG00000114349","GNAT1","guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1 [Source:HGNC Symbol;Acc:4393]","4679","-4.696544385","Gene Ontology"
"ENSG00000116703","PDC","phosducin [Source:HGNC Symbol;Acc:8759]","4683","-4.696544385","Gene Ontology"
"ENSG00000120500","ARR3","arrestin 3, retinal (X-arrestin) [Source:HGNC Symbol;Acc:710]","4687","-4.696544385","Gene Ontology"
"ENSG00000132518","GUCY2D","guanylate cyclase 2D, membrane (retina-specific) [Source:HGNC Symbol;Acc:4689]","4697","-4.696544385","Gene Ontology"
"ENSG00000144036","EXOC6B","exocyst complex component 6B [Source:HGNC Symbol;Acc:17085]","4711","-4.696544385","Gold Standard"
"ENSG00000147044","CASK","calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:1497]","4713","-4.696544385","Gene Ontology"
"ENSG00000163914","RHO","rhodopsin [Source:HGNC Symbol;Acc:10012]","4730","-4.696544385","Gene Ontology"
"ENSG00000047617","ANO2","anoctamin 2 [Source:HGNC Symbol;Acc:1183]","4767","-4.712733623","Gene Ontology"
"ENSG00000100592","DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]","4776","-4.712733623","Gene Ontology"
"ENSG00000101890","GUCY2F","guanylate cyclase 2F, retinal [Source:HGNC Symbol;Acc:4691]","4777","-4.712733623","Gene Ontology"
"ENSG00000133256","PDE6B","phosphodiesterase 6B, cGMP-specific, rod, beta [Source:HGNC Symbol;Acc:8786]","4804","-4.712733623","Gene Ontology"
"ENSG00000148600","CDHR1","cadherin-related family member 1 [Source:HGNC Symbol;Acc:14550]","4817","-4.712733623","Gene Ontology"
"ENSG00000149489","ROM1","retinal outer segment membrane protein 1 [Source:HGNC Symbol;Acc:10254]","4818","-4.712733623","Gene Ontology"
"ENSG00000156052","GNAQ","guanine nucleotide binding protein (G protein), q polypeptide [Source:HGNC Symbol;Acc:4390]","4826","-4.712733623","Gene Ontology"
"ENSG00000142731","PLK4","polo-like kinase 4 [Source:HGNC Symbol;Acc:11397]","4870","-4.816344079","Gene Ontology"
"ENSG00000107954","NEURL","neuralized homolog (Drosophila) [Source:HGNC Symbol;Acc:7761]","5039","-4.882859228","Gene Ontology"
"ENSG00000111783","RFX4","regulatory factor X, 4 (influences HLA class II expression) [Source:HGNC Symbol;Acc:9985]","5048","-4.882859228","Gene Ontology"
"ENSG00000147081","AKAP4","A kinase (PRKA) anchor protein 4 [Source:HGNC Symbol;Acc:374]","5137","-4.882859228","Gene Ontology"
"ENSG00000173805","HAP1","huntingtin-associated protein 1 [Source:HGNC Symbol;Acc:4812]","5217","-4.882859228","Gene Ontology, Gold Standard"
"ENSG00000111087","GLI1","GLI family zinc finger 1 [Source:HGNC Symbol;Acc:4317]","5343","-4.899048466","Gene Ontology, Gold Standard"
"ENSG00000157093","LYZL4","lysozyme-like 4 [Source:HGNC Symbol;Acc:28387]","5420","-4.899048466","Gene Ontology"
"ENSG00000006611","USH1C","Usher syndrome 1C (autosomal recessive, severe) [Source:HGNC Symbol;Acc:12597]","5495","-4.912731968","Gene Ontology, Gold Standard"
"ENSG00000007047","MARK4","MAP/microtubule affinity-regulating kinase 4 [Source:HGNC Symbol;Acc:13538]","5496","-4.912731968","Gene Ontology"
"ENSG00000008300","CELSR3","cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila) [Source:HGNC Symbol;Acc:3230]","5498","-4.912731968","Gene Ontology"
"ENSG00000072840","EVC","Ellis van Creveld syndrome [Source:HGNC Symbol;Acc:3497]","5526","-4.912731968","Gene Ontology, Gold Standard"
"ENSG00000095906","NUBP2","nucleotide binding protein 2 [Source:HGNC Symbol;Acc:8042]","5546","-4.912731968","Gene Ontology"
"ENSG00000099940","SNAP29","synaptosomal-associated protein, 29kDa [Source:HGNC Symbol;Acc:11133]","5548","-4.912731968","Gene Ontology"
"ENSG00000102931","ARL2BP","ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:17146]","5560","-4.912731968","Gene Ontology"
"ENSG00000103995","CEP152","centrosomal protein 152kDa [Source:HGNC Symbol;Acc:29298]","5562","-4.912731968","Gene Ontology"
"ENSG00000116747","TROVE2","TROVE domain family, member 2 [Source:HGNC Symbol;Acc:11313]","5593","-4.912731968","Gene Ontology"
"ENSG00000119509","INVS","inversin [Source:HGNC Symbol;Acc:17870]","5600","-4.912731968","Gene Ontology, Gold Standard"
"ENSG00000126883","NUP214","nucleoporin 214kDa [Source:HGNC Symbol;Acc:8064]","5620","-4.912731968","Gold Standard"
"ENSG00000136861","CDK5RAP2","CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:18672]","5648","-4.912731968","Gene Ontology"
"ENSG00000139437","TCHP","trichoplein, keratin filament binding [Source:HGNC Symbol;Acc:28135]","5656","-4.912731968","Gene Ontology"
"ENSG00000143801","PSEN2","presenilin 2 (Alzheimer disease 4) [Source:HGNC Symbol;Acc:9509]","5670","-4.912731968","Gene Ontology"
"ENSG00000153575","TUBGCP5","tubulin, gamma complex associated protein 5 [Source:HGNC Symbol;Acc:18600]","5691","-4.912731968","Gold Standard"
"ENSG00000160007","ARHGAP35","Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:4591]","5701","-4.912731968","Gene Ontology"
"ENSG00000166851","PLK1","polo-like kinase 1 [Source:HGNC Symbol;Acc:9077]","5718","-4.912731968","Gene Ontology, Gold Standard"
"ENSG00000174233","ADCY6","adenylate cyclase 6 [Source:HGNC Symbol;Acc:237]","5742","-4.912731968","Gene Ontology"
"ENSG00000205250","E2F4","E2F transcription factor 4, p107/p130-binding [Source:HGNC Symbol;Acc:3118]","5789","-4.912731968","Gene Ontology"
"ENSG00000111490","TBC1D30","TBC1 domain family, member 30 [Source:HGNC Symbol;Acc:29164]","5803","-4.92581632","Gene Ontology, Gold Standard"
"ENSG00000177947","ODF3","outer dense fiber of sperm tails 3 [Source:HGNC Symbol;Acc:19905]","5832","-4.92581632","Gene Ontology"
"ENSG00000085840","ORC1","origin recognition complex, subunit 1 [Source:HGNC Symbol;Acc:8487]","5953","-5.168107198","Gold Standard"
"ENSG00000103274","NUBP1","nucleotide binding protein 1 [Source:HGNC Symbol;Acc:8041]","5964","-5.168107198","Gene Ontology"
"ENSG00000119048","UBE2B","ubiquitin-conjugating enzyme E2B [Source:HGNC Symbol;Acc:12473]","5977","-5.168107198","Gene Ontology"
"ENSG00000151849","CENPJ","centromere protein J [Source:HGNC Symbol;Acc:17272]","6001","-5.168107198","Gene Ontology, Gold Standard"
"ENSG00000188191","PRKAR1B","protein kinase, cAMP-dependent, regulatory, type I, beta [Source:HGNC Symbol;Acc:9390]","6031","-5.168107198","Gene Ontology"
"ENSG00000013016","EHD3","EH-domain containing 3 [Source:HGNC Symbol;Acc:3244]","6049","-5.177757968","Gene Ontology"
"ENSG00000084733","RAB10","RAB10, member RAS oncogene family [Source:HGNC Symbol;Acc:9759]","6056","-5.177757968","Gene Ontology"
"ENSG00000101367","MAPRE1","microtubule-associated protein, RP/EB family, member 1 [Source:HGNC Symbol;Acc:6890]","6063","-5.177757968","Gene Ontology, Gold Standard"
"ENSG00000110047","EHD1","EH-domain containing 1 [Source:HGNC Symbol;Acc:3242]","6073","-5.177757968","Gene Ontology"
"ENSG00000115091","ACTR3","ARP3 actin-related protein 3 homolog (yeast) [Source:HGNC Symbol;Acc:170]","6079","-5.177757968","Gene Ontology"
"ENSG00000150275","PCDH15","protocadherin-related 15 [Source:HGNC Symbol;Acc:14674]","6105","-5.177757968","Gene Ontology, Gold Standard"
"ENSG00000170027","YWHAG","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide [Source:HGNC Symbol;Acc:12852]","6119","-5.177757968","Gene Ontology"
"ENSG00000087586","AURKA","aurora kinase A [Source:HGNC Symbol;Acc:11393]","6161","-5.184296436","Gene Ontology"
"ENSG00000116213","WRAP73","WD repeat containing, antisense to TP73 [Source:HGNC Symbol;Acc:12759]","6178","-5.184296436","Gene Ontology"
"ENSG00000170950","PGK2","phosphoglycerate kinase 2 [Source:HGNC Symbol;Acc:8898]","6214","-5.184296436","Gene Ontology"
"ENSG00000213186","TRIM59","tripartite motif containing 59 [Source:HGNC Symbol;Acc:30834]","6234","-5.184296436","Gene Ontology"
"ENSG00000153310","FAM49B","family with sequence similarity 49, member B [Source:HGNC Symbol;Acc:25216]","6243","-5.18835577","Gene Ontology"
"ENSG00000075188","NUP37","nucleoporin 37kDa [Source:HGNC Symbol;Acc:29929]","6315","-5.238921849","Gold Standard"
"ENSG00000092036","HAUS4","HAUS augmin-like complex, subunit 4 [Source:HGNC Symbol;Acc:20163]","6333","-5.238921849","Gene Ontology"
"ENSG00000100578","KIAA0586","KIAA0586 [Source:HGNC Symbol;Acc:19960]","6340","-5.238921849","Gene Ontology"
"ENSG00000112742","TTK","TTK protein kinase [Source:HGNC Symbol;Acc:12401]","6384","-5.238921849","Gold Standard"
"ENSG00000114547","ROPN1B","rhophilin associated tail protein 1B [Source:HGNC Symbol;Acc:31927]","6392","-5.238921849","Gene Ontology"
"ENSG00000122126","OCRL","oculocerebrorenal syndrome of Lowe [Source:HGNC Symbol;Acc:8108]","6408","-5.238921849","Gene Ontology, Gold Standard"
"ENSG00000124678","TCP11","t-complex 11, testis-specific [Source:HGNC Symbol;Acc:11658]","6412","-5.238921849","Gene Ontology"
"ENSG00000125388","GRK4","G protein-coupled receptor kinase 4 [Source:HGNC Symbol;Acc:4543]","6415","-5.238921849","Gene Ontology"
"ENSG00000126603","GLIS2","GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:29450]","6428","-5.238921849","Gene Ontology, Gold Standard"
"ENSG00000128602","SMO","smoothened, frizzled family receptor [Source:HGNC Symbol;Acc:11119]","6437","-5.238921849","Gene Ontology, Gold Standard"
"ENSG00000151466","SCLT1","sodium channel and clathrin linker 1 [Source:HGNC Symbol;Acc:26406]","6540","-5.238921849","Gene Ontology, Gold Standard"
"ENSG00000152061","RABGAP1L","RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:24663]","6544","-5.238921849","Gene Ontology"
"ENSG00000154803","FLCN","folliculin [Source:HGNC Symbol;Acc:27310]","6553","-5.238921849","Gene Ontology"
"ENSG00000155066","PROM2","prominin 2 [Source:HGNC Symbol;Acc:20685]","6554","-5.238921849","Gene Ontology"
"ENSG00000166762","CATSPER2","cation channel, sperm associated 2 [Source:HGNC Symbol;Acc:18810]","6613","-5.238921849","Gene Ontology"
"ENSG00000180638","SLC47A2","solute carrier family 47, member 2 [Source:HGNC Symbol;Acc:26439]","6687","-5.238921849","Gold Standard"
"ENSG00000196169","KIF19","kinesin family member 19 [Source:HGNC Symbol;Acc:26735]","6729","-5.238921849","Gene Ontology, Gold Standard"
"ENSG00000205038","PKHD1L1","polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:HGNC Symbol;Acc:20313]","6762","-5.238921849","Gene Ontology"
"ENSG00000188026","RILPL1","Rab interacting lysosomal protein-like 1 [Source:HGNC Symbol;Acc:26814]","6853","-5.250625779","Gene Ontology, Gold Standard"
"ENSG00000172139","SLC9C1","solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:HGNC Symbol;Acc:31401]","6924","-5.379608399","Gene Ontology"
"ENSG00000183862","CNGA2","cyclic nucleotide gated channel alpha 2 [Source:HGNC Symbol;Acc:2149]","6934","-5.379608399","Gene Ontology, Gold Standard"
"ENSG00000215203","GRXCR1","glutaredoxin, cysteine rich 1 [Source:HGNC Symbol;Acc:31673]","6960","-5.379608399","Gene Ontology"
"ENSG00000234602","MCIN","multiciliate cell differentiation 1 [Source:HGNC Symbol;Acc:40050]","6965","-5.379608399","Gene Ontology"
"ENSG00000094631","HDAC6","histone deacetylase 6 [Source:HGNC Symbol;Acc:14064]","7005","-5.50263533","Gene Ontology"
"ENSG00000108753","HNF1B","HNF1 homeobox B [Source:HGNC Symbol;Acc:11630]","7021","-5.50263533","Gold Standard"
"ENSG00000150977","RILPL2","Rab interacting lysosomal protein-like 2 [Source:HGNC Symbol;Acc:28787]","7096","-5.50263533","Gene Ontology, Gold Standard"
"ENSG00000161048","NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:21683]","7118","-5.50263533","Gene Ontology"
"ENSG00000168038","ULK4","unc-51-like kinase 4 (C. elegans) [Source:HGNC Symbol;Acc:15784]","7151","-5.50263533","Gold Standard"
"ENSG00000170927","PKHD1","polycystic kidney and hepatic disease 1 (autosomal recessive) [Source:HGNC Symbol;Acc:9016]","7167","-5.50263533","Gene Ontology, Gold Standard"
"ENSG00000177042","TMEM80","transmembrane protein 80 [Source:HGNC Symbol;Acc:27453]","7185","-5.50263533","Gene Ontology"
"ENSG00000197603","C5orf42","chromosome 5 open reading frame 42 [Source:HGNC Symbol;Acc:25801]","7226","-5.50263533","Gene Ontology"
"ENSG00000166813","KIF7","kinesin family member 7 [Source:HGNC Symbol;Acc:30497]","7505","-5.715650123","Gene Ontology, Gold Standard"
"ENSG00000057663","ATG5","autophagy related 5 [Source:HGNC Symbol;Acc:589]","7574","-5.916229412","Gene Ontology"
"ENSG00000061656","SPAG4","sperm associated antigen 4 [Source:HGNC Symbol;Acc:11214]","7575","-5.916229412","Gene Ontology"
"ENSG00000074047","GLI2","GLI family zinc finger 2 [Source:HGNC Symbol;Acc:4318]","7598","-5.916229412","Gene Ontology, Gold Standard"
"ENSG00000102935","ZNF423","zinc finger protein 423 [Source:HGNC Symbol;Acc:16762]","7657","-5.916229412","Gold Standard"
"ENSG00000102981","PARD6A","par-6 partitioning defective 6 homolog alpha (C. elegans) [Source:HGNC Symbol;Acc:15943]","7658","-5.916229412","Gold Standard"
"ENSG00000105650","PDE4C","phosphodiesterase 4C, cAMP-specific [Source:HGNC Symbol;Acc:8782]","7686","-5.916229412","Gene Ontology"
"ENSG00000111199","TRPV4","transient receptor potential cation channel, subfamily V, member 4 [Source:HGNC Symbol;Acc:18083]","7719","-5.916229412","Gene Ontology"
"ENSG00000111319","SCNN1A","sodium channel, non-voltage-gated 1 alpha subunit [Source:HGNC Symbol;Acc:10599]","7721","-5.916229412","Gene Ontology"
"ENSG00000124587","PEX6","peroxisomal biogenesis factor 6 [Source:HGNC Symbol;Acc:8859]","7796","-5.916229412","Gene Ontology"
"ENSG00000140526","ABHD2","abhydrolase domain containing 2 [Source:HGNC Symbol;Acc:18717]","7931","-5.916229412","Gene Ontology"
"ENSG00000145536","ADAMTS16","ADAM metallopeptidase with thrombospondin type 1 motif, 16 [Source:HGNC Symbol;Acc:17108]","7969","-5.916229412","Gene Ontology"
"ENSG00000149295","DRD2","dopamine receptor D2 [Source:HGNC Symbol;Acc:3023]","7999","-5.916229412","Gene Ontology, Gold Standard"
"ENSG00000163002","NUP35","nucleoporin 35kDa [Source:HGNC Symbol;Acc:29797]","8068","-5.916229412","Gold Standard"
